Time 	 VoltageL1 	 VoltageL2 	 VoltageL3 	 VoltageR1 	 VoltageR2 	 VoltageR3 	 CurrentL1 	 CurrentL2 	 CurrentL3 	 CurrentR1 	 CurrentR2 	 CurrentR3 	 Gyrot SPI Gyro Angle 	 SPI Gyro Rate 	 Analog Gyro Angle 	 Analog Gyro Rate 	 Left Encoder Position 	 Left Encoder Rate 	 Right Encoder Position 	 Right Encoder Rate
15.511853	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.5	13.75	17.0	0.125	1.0	0.5	469.98986847381644	171.8875558936335	522.0751044125002	186.275	9.286547884011428	20.119999999999997	-280.75785226601266	-288.3520923520923	
15.61258	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.625	13.875	17.0	0.125	1.0	0.5	486.9443689570484	169.6643028711726	540.2831315750001	185.0375	9.965131897186824	20.759999999999998	-289.7176745140507	-286.87034417727483	
15.712123	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	12.25	13.5	17.125	0.125	1.0	0.5	507.1748080366976	165.83955835708218	559.2284002375006	184.2	10.681415022205297	21.22769230769231	-299.067054251134	-285.80471310931364	
15.81174	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.625	13.375	17.25	0.125	1.0	0.5	520.5923306030148	168.55276150942592	577.1692235875006	180.1	11.347432664766334	21.766639676113364	-307.63731901012693	-286.12471310931375	
15.911869	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	12.0	13.75	17.125	0.125	1.0	0.5	540.498595113344	167.6999042795152	593.6545255500006	180.8375	11.912919342412497	21.33997300944669	-316.6348403700081	-286.4142369188375	
16.016699	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	12.25	13.75	17.125	0.125	1.0	0.5	557.0595608905422	167.08716859396836	613.6731342125007	180.4	12.327609572686349	19.444734914208603	-325.9339546246339	-285.4618559664565	
16.11275	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	12.75	14.25	17.5	0.125	1.0	0.5	573.8545926017382	172.382785291513	632.172940962501	185.8875	12.528671502516096	16.284322543074577	-334.4790866423981	-284.19779553979527	
16.212646	10.4	10.4	10.4	-0.08125	-0.08125	-0.08125	12.875	14.375	17.5	0.125	1.0	0.5	590.9283944146491	172.92706079207102	650.6551172000007	188.775	12.604069726202251	12.293461918550587	-343.3509442961357	-283.10580284538025	
16.312556	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	12.625	14.75	17.625	0.125	1.0	0.5	608.1259463222268	172.00421068646276	669.178928525001	187.4125	12.717167061731484	8.894106386864227	-351.97147453758606	-281.66906815150276	
16.412632	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	12.25	14.125	17.375	0.125	1.0	0.5	624.9011700341808	166.22477462187013	687.8548926750011	179.875	12.968494474018668	6.654106386864228	-360.93129678562417	-281.34906815150276	
16.513236	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	12.125	14.25	16.875	0.125	1.0	0.5	641.2333204349942	163.7263184677128	705.803451237501	175.1125	13.533981151664829	7.7011596636204755	-369.9790836279628	-281.9978187408474	
16.612771	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.0	13.5	16.625	0.125	1.0	0.5	656.9346224281802	154.9266302121324	723.101086462501	170.2375	13.98637049378176	9.233057183269349	-379.2781978825886	-284.52920590018186	
16.712687	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.125	13.25	16.75	0.125	1.0	0.5	672.541570006531	157.10713819371725	739.9776817500012	170.6	14.375927982826894	11.528470398060215	-388.17518827755487	-286.56274802990504	
16.813073	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.5	13.75	16.75	0.125	1.0	0.5	688.1772772435593	157.7098262401737	757.0720014875009	173.2375	14.539290800813564	11.499373610830471	-397.4366034203376	-288.69651242675286	
16.913218	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.375	13.0	16.875	0.125	1.0	0.5	703.9816620269937	159.39459392697617	774.6823358875009	174.6	14.76548547187203	11.192302903759764	-406.5346557451336	-290.56479525503573	
17.013043	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.25	12.875	16.5	0.125	1.0	0.5	720.0842967515343	165.05345832248398	792.0975878625014	177.575	15.155042960917163	10.267154388908278	-415.7081062936158	-291.77509228473866	
17.114161	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	10.875	12.625	16.5	0.125	1.0	0.5	736.3831643006749	163.1014915554639	810.2483661750016	179.425	15.544600449962298	9.90110613359731	-425.1328842543852	-291.25831827724085	
17.214869	10.55	10.55	10.55	-0.082421875	-0.082421875	-0.082421875	11.0	12.5	16.875	0.125	1.0	0.5	752.8770602939325	167.8012321652574	828.4461077500013	183.0375	15.97185705085051	9.874719821496711	-434.2435029497956	-292.29068273817677	
17.314586	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.375	13.125	17.5	0.125	1.0	0.5	769.589284080714	168.47561607708778	846.3753802750015	183.525	16.42424639296744	11.720341276846131	-443.4672189807352	-290.8480219672453	
17.414818	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.375	13.25	17.25	0.125	1.0	0.5	786.486028430204	171.36371626919157	865.5222235250014	185.9	16.977166699999245	14.05627796329828	-452.26367841078667	-289.75169790184907	
17.514568	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.25	13.375	17.25	0.125	1.0	0.5	803.5692623015071	174.2841732651458	883.9890410750014	188.0375	17.580352489488483	15.336277963298281	-461.1858015469817	-288.4716979018491	
17.615193	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.375	13.625	17.5	0.125	1.0	0.5	820.6569652363456	170.64232984229423	902.9014314750013	185.9875	18.284069243892596	17.330841070094397	-470.20845564809156	-287.65461052320825	
17.714648	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.625	14.25	17.25	0.125	0.875	0.5	837.7194032457631	171.54423317488354	921.334765375001	185.95	19.113449704440303	20.18498248423581	-479.0803133018291	-285.4663276949254	
17.814579	10.5	10.5	10.5	-0.08203125	-0.08203125	-0.08203125	11.25	14.125	17.25	0.125	1.0	0.5	854.6538893611871	170.66004093492816	939.561972987501	184.125	19.967962906216727	22.828865979381444	-488.0778346617103	-285.89195876288665	
17.9147	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	11.5	13.75	17.125	0.125	1.0	0.5	871.4452876323858	167.4708521680476	958.0744373500012	183.2125	20.759644254921355	24.32	-496.9999577979053	-284.79999999999995	
18.014911	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	11.75	14.25	17.625	0.125	1.0	0.5	888.300162844622	171.0672257665409	976.5057345000014	184.525	21.42566189748239	24.64	-505.82154996918547	-284.15999999999997	
18.115075	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	12.0	14.375	17.625	0.125	1.0	0.5	905.2558304943338	172.4052647552407	995.342936875001	187.45	21.978582204514193	23.68	-514.5300448049363	-282.24	
18.216822	10.3	10.3	10.3	-0.08046875	-0.08046875	-0.08046875	12.375	15.375	17.875	0.125	1.0	0.5	925.9351516527921	173.13652852226076	1015.1160384375006	190.2375	22.430971546631124	21.036116504854366	-523.5149997942032	-281.2116504854369	
18.320371	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	12.125	14.75	17.875	0.125	1.0	0.5	943.1582560485466	173.98376588623955	1035.0024020000005	187.05	23.059290077349083	19.324271844660192	-532.4622556716268	-279.23262135922334	
18.415103	10.4	10.4	10.4	-0.08125	-0.08125	-0.08125	12.25	15.125	18.0	0.125	1.0	0.5	959.8965939166516	166.89983972957103	5.351445424287858	181.9125	23.838405055439353	19.651080355298493	-540.7811930183327	-278.7628341251808	
18.515758	10.45	10.45	10.45	-0.081640625	-0.081640625	-0.081640625	12.0	15.0	17.75	0.125	1.0	0.5	976.1678689735946	161.43545675510117	12.83534586715299	175.3125	24.680351886601418	20.877218969159877	-549.8038471194426	-279.47253709547783	
18.616773	10.350000000000001	10.350000000000001	10.350000000000001	-0.08085937500000001	-0.08085937500000001	-0.08085937500000001	11.5	14.375	17.625	0.125	1.0	0.5	991.9430339979422	157.38063833573733	19.948496214088692	172.65	25.459466864691684	22.109694216684627	-558.9270321854673	-281.45907174894313	
